ID	Normoxia Avg (log2)	Hypoxia Avg (log2)	Fold Change	P-val	FDR P-val	Gene Symbol	Description
219558_at	7.28	5.87	2.66	0.0003	0.0335	ATP13A3	ATPase type 13A3
225032_at	9.07	11.56	-5.62	0.0003	0.0335	FNDC3B	fibronectin type III domain containing 3B
232306_at	6.6	5.08	2.86	0.0003	0.0335	CDH26	cadherin 26
200768_s_at	11.19	9.53	3.18	0.0003	0.0336	MAT2A	methionine adenosyltransferase II, alpha
201008_s_at	8.22	9.88	-3.17	0.0003	0.0336	TXNIP	thioredoxin interacting protein
201627_s_at	9.1	10.59	-2.81	0.0004	0.0336	INSIG1	insulin induced gene 1
201674_s_at	10.43	8.74	3.22	0.0003	0.0336	AKAP1	A kinase (PRKA) anchor protein 1
201739_at	8.95	6.09	7.26	0.0003	0.0336	SGK1	serum/glucocorticoid regulated kinase 1
202586_at	7.65	6.08	2.96	0.0003	0.0336	POLR2L	polymerase (RNA) II (DNA directed) polypeptide L, 7.6kDa
202847_at	9.77	11.31	-2.91	0.0003	0.0336	PCK2	phosphoenolpyruvate carboxykinase 2 (mitochondrial)
207828_s_at	9.62	8.22	2.64	0.0003	0.0336	CENPF	centromere protein F
208165_s_at	6.48	8.81	-5.02	0.0003	0.0336	PRSS16	protease, serine, 16 (thymus)
208306_x_at	8.24	9.65	-2.65	0.0003	0.0336	HLA-DRB1	major histocompatibility complex, class II, DR beta 1
208658_at	9.59	11.72	-4.37	0.0003	0.0336	PDIA4	protein disulfide isomerase family A, member 4
210896_s_at	9.22	10.64	-2.67	0.0003	0.0336	ASPH	aspartate beta-hydroxylase
212902_at	8.51	10.41	-3.74	0.0003	0.0336	SEC24A	SEC24 homolog A, COPII coat complex component
213032_at	7.61	6.18	2.68	0.0003	0.0336	NFIB	nuclear factor I/B
219225_at	7.09	5.38	3.26	0.0003	0.0336	PGBD5	piggyBac transposable element derived 5
219330_at	10.08	8.68	2.63	0.0004	0.0336	VANGL1	VANGL planar cell polarity protein 1
221524_s_at	8.36	10.51	-4.45	0.0003	0.0336	RRAGD	Ras-related GTP binding D
222118_at	9.43	7.64	3.45	0.0003	0.0336	CENPN	centromere protein N
222411_s_at	11.41	13.09	-3.19	0.0003	0.0336	SSR3	signal sequence receptor, gamma (translocon-associated protein gamma)
224908_s_at	8.26	6.65	3.05	0.0004	0.0336	TTL	tubulin tyrosine ligase
225307_at	8.7	10.31	-3.06	0.0004	0.0336	ZNF511	zinc finger protein 511
226574_at	10.75	8.6	4.44	0.0003	0.0336	PSPC1	paraspeckle component 1
227234_at	6.74	5.24	2.83	0.0003	0.0336	IPO5P1	importin 5 pseudogene 1
227420_at	6.96	5.55	2.67	0.0003	0.0336	TNFAIP8L1	tumor necrosis factor, alpha-induced protein 8-like 1
229309_at	5.71	4.31	2.64	0.0003	0.0336	ADRB1	adrenoceptor beta 1
229558_at	9.19	7.67	2.86	0.0003	0.0336	KNOP1	lysine-rich nucleolar protein 1
235071_at	9.51	8.12	2.63	0.0003	0.0336	WDR92	WD repeat domain 92
235728_at	7.06	5.56	2.82	0.0003	0.0336	LOC105376798; ZFP3	uncharacterized LOC105376798; ZFP3 zinc finger protein
236223_s_at	7.41	8.81	-2.64	0.0003	0.0336	RIT1	Ras-like without CAAX 1
238790_at	5.94	4.55	2.63	0.0003	0.0336	LOC374443	C-type lectin domain family 2, member D pseudogene
1554148_a_at	7.41	9.13	-3.3	0.0003	0.0336	SLC33A1	solute carrier family 33 (acetyl-CoA transporter), member 1
1557487_at	5.56	3.99	2.97	0.0003	0.0336		
219551_at	6.39	8.7	-4.97	0.0004	0.0336	EAF2	ELL associated factor 2
219832_s_at	8.66	7.21	2.72	0.0004	0.0336	HOXC13	homeobox C13
201085_s_at	11.04	9.56	2.8	0.0004	0.0336	SON	SON DNA binding protein
226499_at	10.14	8.41	3.3	0.0004	0.0336	NRARP	NOTCH-regulated ankyrin repeat protein
208786_s_at	10.77	12.93	-4.47	0.0004	0.0337	MAP1LC3B	microtubule-associated protein 1 light chain 3 beta
235369_at	6.99	8.43	-2.71	0.0004	0.0337	C14orf28	chromosome 14 open reading frame 28
206424_at	6.53	9.03	-5.69	0.0004	0.0337	CYP26A1	cytochrome P450, family 26, subfamily A, polypeptide 1
219717_at	7.51	6.1	2.65	0.0004	0.0337	DCAF16	DDB1 and CUL4 associated factor 16
238700_at	6.75	8.37	-3.07	0.0004	0.0337	PIAS2	protein inhibitor of activated STAT 2
229838_at	6.81	8.89	-4.22	0.0004	0.0337	LOC105376575; NUCB2	uncharacterized LOC105376575; nucleobindin 2
204315_s_at	8.81	6.59	4.68	0.0004	0.0337	GTSE1	G-2 and S-phase expressed 1
213721_at	8.55	6.93	3.07	0.0004	0.0337	SOX2	SRY box 2
223846_at	5.2	7.78	-5.99	0.0004	0.0337	AZI2	5-azacytidine induced 2
228010_at	9.07	7.67	2.65	0.0004	0.0337	PPP2R2C	protein phosphatase 2, regulatory subunit B, gamma
230728_at	6.32	8.34	-4.05	0.0004	0.0337	FKBP14	FK506 binding protein 14
200727_s_at	10.58	9.19	2.62	0.0004	0.0337	ACTR2	ARP2 actin-related protein 2 homolog (yeast)
208581_x_at	10.64	12.52	-3.67	0.0004	0.0337	MT1X	metallothionein 1X
201101_s_at	10.6	9.21	2.62	0.0004	0.0337	BCLAF1	BCL2-associated transcription factor 1
207265_s_at	7.96	9.53	-2.95	0.0004	0.0337	KDELR3	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3
224851_at	5.99	4.58	2.66	0.0004	0.0337	CDK6	cyclin-dependent kinase 6
227152_at	5.43	4.01	2.66	0.0004	0.0337	KIAA1551	KIAA1551
210165_at	6.13	7.62	-2.81	0.0004	0.0338	DNASE1	deoxyribonuclease I
212105_s_at	6.67	4.67	3.99	0.0004	0.0339	DHX9	DEAH (Asp-Glu-Ala-His) box helicase 9
232983_s_at	6.71	8.14	-2.69	0.0004	0.0339	SERGEF	secretion regulating guanine nucleotide exchange factor
235203_at	7.17	5.79	2.6	0.0004	0.0339		
239154_at	8.98	7.16	3.54	0.0004	0.0339		
200889_s_at	10.1	11.91	-3.49	0.0004	0.0339	SSR1	signal sequence receptor, alpha
224953_at	7.17	9.9	-6.67	0.0004	0.0339	YIPF5	Yip1 domain family member 5
211116_at	6.6	5.21	2.62	0.0004	0.0342	SLC9A2	solute carrier family 9, subfamily A (NHE2, cation proton antiporter 2), member 2
207590_s_at	7.59	6.18	2.65	0.0004	0.0343	CENPI	centromere protein I
222316_at	5.23	7.72	-5.61	0.0004	0.0343		
225064_at	9.04	7.66	2.61	0.0004	0.0343	RABEP1	rabaptin, RAB GTPase binding effector protein 1
217841_s_at	9.6	11.02	-2.68	0.0004	0.0344	PPME1	protein phosphatase methylesterase 1
208624_s_at	10.61	8.51	4.29	0.0004	0.0345	EIF4G1	eukaryotic translation initiation factor 4 gamma, 1
216449_x_at	9.96	11.83	-3.65	0.0004	0.0345	HSP90B1	heat shock protein 90kDa beta (Grp94), member 1
217678_at	7.09	9.55	-5.52	0.0004	0.0345	SLC7A11	solute carrier family 7 (anionic amino acid transporter light chain, xc- system), member 11
218333_at	9.89	11.44	-2.93	0.0004	0.0345	DERL2	derlin 2
229105_at	5.79	4.39	2.63	0.0004	0.0345	GPR39	G protein-coupled receptor 39
230864_at	6.45	7.82	-2.59	0.0004	0.0345	NIM1K	NIM1 serine/threonine protein kinase
239392_s_at	7.77	5.92	3.59	0.0004	0.0345	POGK	pogo transposable element with KRAB domain
241775_at	4.47	6.02	-2.94	0.0004	0.0345		
242617_at	9.74	8.36	2.6	0.0004	0.0345	TMED8	transmembrane p24 trafficking protein family member 8
200759_x_at	10.6	12.22	-3.08	0.0004	0.0346	NFE2L1	nuclear factor, erythroid 2-like 1
201482_at	10.02	11.48	-2.75	0.0004	0.0346	QSOX1	quiescin Q6 sulfhydryl oxidase 1
205637_s_at	5.75	8.23	-5.59	0.0004	0.0346	SH3GL3	SH3-domain GRB2-like 3
214179_s_at	9.62	11.35	-3.34	0.0004	0.0346	NFE2L1	nuclear factor, erythroid 2-like 1
235266_at	8.11	5.93	4.53	0.0004	0.0346	ATAD2	ATPase family, AAA domain containing 2
223054_at	11.07	12.79	-3.29	0.0004	0.0346	DNAJB11	DnaJ (Hsp40) homolog, subfamily B, member 11
204284_at	8.89	10.27	-2.59	0.0004	0.0347	PPP1R3C	protein phosphatase 1, regulatory subunit 3C
202722_s_at	10.01	12.03	-4.05	0.0004	0.0347	GFPT1	glutamine--fructose-6-phosphate transaminase 1
204670_x_at	8.87	10.27	-2.64	0.0004	0.0347	HLA-DRB1; HLA-DRB4; LOC105369230	major histocompatibility complex, class II, DR beta 1; major histocompatibility complex, class II, DR beta 4; HLA class II histocompatibility antigen, DRB1-7 beta chain
212256_at	8.6	6.82	3.42	0.0004	0.0347	GALNT10	polypeptide N-acetylgalactosaminyltransferase 10
213245_at	9.11	6.99	4.34	0.0004	0.0347	ADCY1	adenylate cyclase 1 (brain)
238647_at	8.59	10.71	-4.33	0.0004	0.0347	C14orf28	chromosome 14 open reading frame 28
201204_s_at	8.3	9.69	-2.62	0.0004	0.0347	RRBP1	ribosome binding protein 1
202669_s_at	8.03	6.68	2.56	0.0004	0.0349	EFNB2	ephrin-B2
213016_at	8.32	9.87	-2.92	0.0004	0.0349	BBX	bobby sox homolog (Drosophila)
225146_at	6.91	8.5	-3.01	0.0004	0.0349	FAM219A	family with sequence similarity 219, member A
227741_at	10.27	8.81	2.75	0.0004	0.0349	HACD2	3-hydroxyacyl-CoA dehydratase 2
213555_at	8.74	10.46	-3.3	0.0004	0.0350	RWDD2A	RWD domain containing 2A
223254_s_at	9.65	7.42	4.66	0.0004	0.0350	G2E3	G2/M-phase specific E3 ubiquitin protein ligase
203192_at	9.22	10.57	-2.55	0.0004	0.0350	ABCB6	ATP binding cassette subfamily B member 6 (Langereis blood group)
204573_at	9.03	7.53	2.81	0.0004	0.0350	CROT	carnitine O-octanoyltransferase
208934_s_at	9.1	10.96	-3.63	0.0004	0.0350	LGALS8	lectin, galactoside-binding, soluble, 8
219037_at	10.9	9.5	2.64	0.0004	0.0350	RRP15	ribosomal RNA processing 15 homolog
235566_at	6.28	8.07	-3.45	0.0004	0.0350	TMF1	TATA element modulatory factor 1
203764_at	10.49	9.13	2.56	0.0004	0.0350	DLGAP5	discs, large (Drosophila) homolog-associated protein 5
205088_at	7.54	6.11	2.69	0.0004	0.0350	MAMLD1	mastermind-like domain containing 1
205264_at	8.24	6.87	2.58	0.0004	0.0350	CD3EAP	CD3e molecule, epsilon associated protein
236641_at	9.26	7.77	2.82	0.0004	0.0350	KIF14	kinesin family member 14
242828_at	7.96	5.68	4.85	0.0004	0.0350	FIGN	fidgetin
219526_at	10.21	8.76	2.73	0.0004	0.0350	C14orf169	chromosome 14 open reading frame 169
205891_at	6.84	8.88	-4.1	0.0004	0.0351	ADORA2B	adenosine A2b receptor
228729_at	10.33	8.91	2.67	0.0004	0.0351	CCNB1	cyclin B1
231233_at	7.68	9.87	-4.57	0.0004	0.0351	PCAT6	prostate cancer associated transcript 6 (non-protein coding)
213906_at	9.01	6.42	6.02	0.0004	0.0352	MYBL1	v-myb avian myeloblastosis viral oncogene homolog-like 1
200737_at	12.11	13.59	-2.77	0.0004	0.0353	PGK1	phosphoglycerate kinase 1
226590_at	9.31	7.81	2.83	0.0004	0.0353	ZNF618	zinc finger protein 618
227873_at	8.39	9.81	-2.67	0.0004	0.0353	TXNDC15	thioredoxin domain containing 15
238467_at	8.22	6.63	3	0.0004	0.0353	DYNLL2	dynein, light chain, LC8-type 2
211527_x_at	4.94	7.33	-5.24	0.0004	0.0353	VEGFA	vascular endothelial growth factor A
218839_at	6.08	10.16	-16.89	0.0004	0.0356	HEY1	hes-related family bHLH transcription factor with YRPW motif 1
227231_at	5.83	4.34	2.8	0.0004	0.0356	KIAA1211	KIAA1211
235004_at	8.77	7.42	2.54	0.0004	0.0356	RBM24	RNA binding motif protein 24
205413_at	6.01	4.21	3.48	0.0004	0.0356	MPPED2	metallophosphoesterase domain containing 2
223202_s_at	8.58	7.18	2.64	0.0004	0.0356	LOC101928589; TMEM164	uncharacterized LOC101928589; transmembrane protein 164
224602_at	10.45	11.79	-2.53	0.0004	0.0356	C4orf3	chromosome 4 open reading frame 3
212437_at	8.8	7.24	2.94	0.0004	0.0358	CENPB	centromere protein B
221290_s_at	7.54	6.2	2.54	0.0004	0.0358	MUM1	melanoma associated antigen (mutated) 1
225144_at	8.16	6.57	3.01	0.0004	0.0358	BMPR2	bone morphogenetic protein receptor type II
1554440_at	5.34	6.68	-2.53	0.0004	0.0358	KIAA0513	KIAA0513
224944_at	10.64	8.86	3.43	0.0004	0.0359	TMPO	thymopoietin
235850_at	4.02	6.03	-4.04	0.0004	0.0359	FAM162A	family with sequence similarity 162, member A
202500_at	8.34	10.07	-3.31	0.0004	0.0359	DNAJB2	DnaJ (Hsp40) homolog, subfamily B, member 2
225879_at	10.6	9.25	2.55	0.0004	0.0360	TSEN54	TSEN54 tRNA splicing endonuclease subunit
201464_x_at	8.99	10.61	-3.08	0.0004	0.0361	JUN	jun proto-oncogene
226750_at	7.89	10.3	-5.29	0.0004	0.0361	LARP1B	La ribonucleoprotein domain family, member 1B
235944_at	7.86	6.19	3.19	0.0004	0.0361	HMCN1	hemicentin 1
201896_s_at	10	8.66	2.53	0.0004	0.0362	PSRC1	proline/serine-rich coiled-coil 1
212702_s_at	8.5	7.09	2.65	0.0004	0.0363	BICD2	bicaudal D homolog 2 (Drosophila)
203418_at	8.66	7.28	2.59	0.0004	0.0364	CCNA2	cyclin A2
225717_at	6.37	8.65	-4.87	0.0004	0.0364	KIAA1715	KIAA1715
235022_at	9.2	10.85	-3.14	0.0005	0.0365	FAM210A	family with sequence similarity 210, member A
243296_at	6.21	8.13	-3.8	0.0005	0.0365	NAMPT	nicotinamide phosphoribosyltransferase
209725_at	8.41	6.74	3.19	0.0005	0.0366	UTP20	UTP20 small subunit (SSU) processome component
209909_s_at	5.36	4.03	2.51	0.0005	0.0366	TGFB2	transforming growth factor beta 2
209528_s_at	8.43	7.04	2.62	0.0005	0.0366	TELO2	telomere maintenance 2
201299_s_at	8.41	7.07	2.53	0.0005	0.0367	MOB1A	MOB kinase activator 1A
241392_at	5	6.63	-3.08	0.0005	0.0367	TMEM39A	transmembrane protein 39A
227717_at	6.11	8.23	-4.36	0.0005	0.0368	ARHGEF37	Rho guanine nucleotide exchange factor 37
206140_at	7.44	5.56	3.66	0.0005	0.0369	LHX2	LIM homeobox 2
225621_at	11.51	12.91	-2.65	0.0005	0.0369	ALG2	ALG2, alpha-1,3/1,6-mannosyltransferase
226352_at	8.43	10.85	-5.35	0.0005	0.0369	JMY	junction mediating and regulatory protein, p53 cofactor
201182_s_at	8.95	7.05	3.73	0.0005	0.0369	CHD4	chromodomain helicase DNA binding protein 4
219118_at	6.41	8.14	-3.32	0.0005	0.0369	FKBP11	FK506 binding protein 11
232515_at	6.77	8.68	-3.76	0.0005	0.0369		
31874_at	9.12	7.4	3.28	0.0005	0.0369	GAS2L1	growth arrest-specific 2 like 1
1559954_s_at	8.4	7.04	2.57	0.0005	0.0369	DDX42	DEAD (Asp-Glu-Ala-Asp) box helicase 42
235412_at	6.15	7.55	-2.63	0.0005	0.0369	ARHGEF7	Rho guanine nucleotide exchange factor 7
209102_s_at	9.72	11.12	-2.63	0.0005	0.0370	HBP1	HMG-box transcription factor 1
209891_at	8.9	6.57	5.03	0.0005	0.0370	SPC25	SPC25, NDC80 kinetochore complex component
218032_at	9.35	7.91	2.72	0.0005	0.0372	SNN	stannin
233764_s_at	5.5	7.55	-4.15	0.0005	0.0372	LARP1B	La ribonucleoprotein domain family, member 1B
202975_s_at	11.4	9.44	3.91	0.0005	0.0373	RHOBTB3	Rho-related BTB domain containing 3
203373_at	8.77	7.13	3.13	0.0005	0.0373	SOCS2	suppressor of cytokine signaling 2
204794_at	8.92	7.21	3.27	0.0005	0.0373	DUSP2	dual specificity phosphatase 2
217226_s_at	6.2	7.7	-2.83	0.0005	0.0373	SFXN3	sideroflexin 3
219003_s_at	6.71	5.29	2.67	0.0005	0.0373	MANEA	mannosidase, endo-alpha
219957_at	5.6	6.93	-2.51	0.0005	0.0373	RUFY2	RUN and FYVE domain containing 2
228707_at	5.64	4.26	2.59	0.0005	0.0375	CLDN23	claudin 23
244841_at	5.31	8.3	-7.91	0.0005	0.0375	SEC24A	SEC24 homolog A, COPII coat complex component
243371_at	4.2	5.66	-2.75	0.0005	0.0377		
214624_at	6.4	8.23	-3.54	0.0005	0.0377	UPK1A	uroplakin 1A
200984_s_at	10.34	8.4	3.83	0.0005	0.0378	CD59	CD59 molecule, complement regulatory protein
213329_at	8.41	6.83	2.99	0.0005	0.0378	SRGAP2	SLIT-ROBO Rho GTPase activating protein 2
221864_at	8.62	10.08	-2.75	0.0005	0.0379	ORAI3	ORAI calcium release-activated calcium modulator 3
202609_at	9.98	8.67	2.47	0.0005	0.0379	EPS8	epidermal growth factor receptor pathway substrate 8
206414_s_at	9.59	8.16	2.7	0.0005	0.0379	ASAP2	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2
210562_at	5.65	4.3	2.55	0.0005	0.0379	GREB1	growth regulation by estrogen in breast cancer 1
218140_x_at	11.32	12.67	-2.55	0.0005	0.0379	SRPRB	signal recognition particle receptor, B subunit
218358_at	10.92	12.92	-4.02	0.0005	0.0379	CRELD2	cysteine rich with EGF-like domains 2
218418_s_at	10.75	8.67	4.23	0.0005	0.0379	KANK2	KN motif and ankyrin repeat domains 2
219258_at	9.03	7.72	2.48	0.0005	0.0379	TIPIN	TIMELESS interacting protein
220240_s_at	7.66	10.03	-5.16	0.0005	0.0379	TMCO3	transmembrane and coiled-coil domains 3
220486_x_at	9.44	8.03	2.67	0.0005	0.0379	LOC101928589; TMEM164	uncharacterized LOC101928589; transmembrane protein 164
224643_at	9.46	11.2	-3.36	0.0005	0.0379	PRRC1	proline-rich coiled-coil 1
229691_at	8.72	6.82	3.74	0.0005	0.0379	ZBTB42	zinc finger and BTB domain containing 42
230493_at	7.75	5.3	5.48	0.0005	0.0379	SHISA2	shisa family member 2
242915_at	7.05	5.75	2.47	0.0005	0.0379	ZNF682	zinc finger protein 682
225420_at	7.76	6.37	2.62	0.0005	0.0380	GPAM	glycerol-3-phosphate acyltransferase, mitochondrial
209015_s_at	9.56	11.12	-2.97	0.0005	0.0380	DNAJB6	DnaJ (Hsp40) homolog, subfamily B, member 6
220495_s_at	9.67	11.25	-2.99	0.0005	0.0381	TXNDC15	thioredoxin domain containing 15
235392_at	7.18	5.86	2.49	0.0005	0.0381		
213552_at	6.46	5.07	2.61	0.0005	0.0381	GLCE	glucuronic acid epimerase
223209_s_at	11.41	13.33	-3.77	0.0005	0.0381	VIMP	VCP-interacting membrane selenoprotein
204365_s_at	7.63	6.24	2.62	0.0005	0.0382	REEP1	receptor accessory protein 1
45633_at	8.44	6.41	4.09	0.0005	0.0382	GINS3	GINS complex subunit 3 (Psf3 homolog)
205284_at	8.66	7.18	2.8	0.0005	0.0382	URB2	URB2 ribosome biogenesis 2 homolog (S. cerevisiae)
227197_at	9.27	7.75	2.86	0.0005	0.0382	ARHGEF26	Rho guanine nucleotide exchange factor 26
204689_at	7.06	5.57	2.81	0.0005	0.0382	HHEX	hematopoietically expressed homeobox
222851_at	7.08	8.97	-3.71	0.0005	0.0382	ZNF654	zinc finger protein 654
228241_at	5.93	4.54	2.62	0.0005	0.0382	AGR3	anterior gradient 3, protein disulphide isomerase family member
231166_at	3.6	5.03	-2.7	0.0005	0.0383	GPR155	G protein-coupled receptor 155
202164_s_at	8.67	9.98	-2.48	0.0005	0.0383	CNOT8	CCR4-NOT transcription complex subunit 8
225936_at	8.89	7.6	2.46	0.0005	0.0383	EID2	EP300 interacting inhibitor of differentiation 2
227452_at	6.32	8.22	-3.75	0.0005	0.0383	LINC00511; LINC00673	long intergenic non-protein coding RNA 511; long intergenic non-protein coding RNA 673
235940_at	9.09	7.79	2.45	0.0005	0.0383	C9orf64	chromosome 9 open reading frame 64
236249_at	6.22	8.13	-3.75	0.0005	0.0383	IKBIP	IKBKB interacting protein
239835_at	8.07	6.62	2.74	0.0005	0.0383	KBTBD8	kelch repeat and BTB (POZ) domain containing 8
1560156_at	7.71	6.4	2.48	0.0005	0.0383		
225251_at	8.77	10.63	-3.62	0.0005	0.0384	RAB24	RAB24, member RAS oncogene family
43511_s_at	9.43	8.03	2.64	0.0005	0.0384	ARRB1	arrestin, beta 1
201010_s_at	10.78	13.1	-4.99	0.0005	0.0385	TXNIP	thioredoxin interacting protein
202047_s_at	9.81	8.52	2.44	0.0005	0.0385	CBX6	chromobox homolog 6
205656_at	6.4	5.11	2.44	0.0005	0.0385	PCDH17	protocadherin 17
205749_at	8.8	10.39	-3.01	0.0005	0.0385	CYP1A1	cytochrome P450, family 1, subfamily A, polypeptide 1
208933_s_at	7.52	8.99	-2.77	0.0005	0.0385	LGALS8	lectin, galactoside-binding, soluble, 8
213836_s_at	9.01	11.22	-4.65	0.0005	0.0385	WIPI1	WD repeat domain, phosphoinositide interacting 1
216504_s_at	6.03	4.67	2.56	0.0005	0.0385	SLC39A8	solute carrier family 39 (zinc transporter), member 8
220072_at	6.71	5.43	2.43	0.0005	0.0385	CSPP1	centrosome and spindle pole associated protein 1
221827_at	9.91	11.51	-3.03	0.0005	0.0385	RBCK1	RanBP-type and C3HC4-type zinc finger containing 1
223182_s_at	9.28	7.4	3.69	0.0005	0.0385	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3
227290_at	9.49	8.21	2.44	0.0005	0.0385	CDYL2	chromodomain protein, Y-like 2
227409_at	6.58	7.87	-2.44	0.0005	0.0385	PPP1R3E	protein phosphatase 1, regulatory subunit 3E
227449_at	8.88	7.58	2.45	0.0005	0.0385	EPHA4	EPH receptor A4
228340_at	8.13	6.84	2.44	0.0005	0.0385	TLE3	transducin-like enhancer of split 3
230075_at	4.9	8.44	-11.63	0.0005	0.0385	RAB39B	RAB39B, member RAS oncogene family
230621_at	9.15	10.47	-2.49	0.0005	0.0385	IAH1	isoamyl acetate-hydrolyzing esterase 1 homolog
231534_at	6.81	5.53	2.44	0.0005	0.0385	CDK1	cyclin-dependent kinase 1
235461_at	7.01	4.81	4.6	0.0005	0.0385	TET2	tet methylcytosine dioxygenase 2
1556064_at	6.76	5.47	2.44	0.0005	0.0385	LOC284926	uncharacterized LOC284926
1556744_a_at	5.33	6.68	-2.54	0.0005	0.0385	LOC105377200	zinc finger protein Rlf-like
204012_s_at	9.95	7.63	5	0.0005	0.0387	LCMT2	leucine carboxyl methyltransferase 2
221520_s_at	10.14	8.82	2.49	0.0005	0.0387	CDCA8	cell division cycle associated 8
226217_at	7.65	9.09	-2.72	0.0005	0.0387	SLC30A7	solute carrier family 30 (zinc transporter), member 7
226041_at	7.64	6.22	2.68	0.0005	0.0387	NAPEPLD	N-acyl phosphatidylethanolamine phospholipase D
235363_at	8.72	7.22	2.82	0.0005	0.0388		
209140_x_at	9.26	10.78	-2.87	0.0005	0.0389	HLA-B	major histocompatibility complex, class I, B
226199_at	8.23	9.51	-2.43	0.0006	0.0390	UPRT	uracil phosphoribosyltransferase (FUR1) homolog (S. cerevisiae)
210544_s_at	8.7	7.38	2.5	0.0006	0.0390	ALDH3A2	aldehyde dehydrogenase 3 family, member A2
243857_at	5.6	6.93	-2.52	0.0006	0.0390	MORF4L2	mortality factor 4 like 2
212900_at	9.17	11.17	-4.01	0.0006	0.0393	SEC24A	SEC24 homolog A, COPII coat complex component
218862_at	10.31	8.78	2.89	0.0006	0.0393	ASB13	ankyrin repeat and SOCS box containing 13
205012_s_at	8.89	10.18	-2.44	0.0006	0.0394	HAGH	hydroxyacylglutathione hydrolase
212954_at	7.2	9.05	-3.62	0.0006	0.0394	DYRK4	dual specificity tyrosine-(Y)-phosphorylation regulated kinase 4
216048_s_at	8.88	7.54	2.52	0.0006	0.0394	RHOBTB3	Rho-related BTB domain containing 3
202132_at	6.89	5.37	2.86	0.0006	0.0394	WWTR1	WW domain containing transcription regulator 1
204488_at	10.24	8.35	3.72	0.0006	0.0394	DOLK	dolichol kinase
225982_at	9.04	7.77	2.41	0.0006	0.0394	UBTF	upstream binding transcription factor, RNA polymerase I
226464_at	9.54	10.81	-2.42	0.0006	0.0394	C3orf58	chromosome 3 open reading frame 58
242396_at	6.81	5.28	2.88	0.0006	0.0396	NR2F2	nuclear receptor subfamily 2, group F, member 2
200989_at	12.74	11.47	2.41	0.0006	0.0396	HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)
214806_at	7.98	6.68	2.45	0.0006	0.0396	BICD1	bicaudal D homolog 1 (Drosophila)
34260_at	8.75	7.45	2.47	0.0006	0.0396	TELO2	telomere maintenance 2
226775_at	8.81	7.54	2.41	0.0006	0.0396	ENY2	enhancer of yellow 2 homolog (Drosophila)
206095_s_at	10.85	9.57	2.42	0.0006	0.0397	SRSF10	serine/arginine-rich splicing factor 10
214693_x_at	11.2	9.7	2.83	0.0006	0.0397	LOC100996763; LOC102724250; NBPF1; NBPF10; NBPF11; NBPF12; NBPF14; NBPF15; NBPF19; NBPF20; NBPF25P; NBPF26; NBPF8; NBPF9	notch homolog 2 N-terminal-like protein; neuroblastoma breakpoint family member 1; neuroblastoma breakpoint family, member 1; neuroblastoma breakpoint family, member 10; neuroblastoma breakpoint family, member 11; neuroblastoma breakpoint family, member 12; neuroblastoma breakpoint family, member 14; neuroblastoma breakpoint family, member 15; neuroblastoma breakpoint family, member 19; neuroblastoma breakpoint family, member 20; neuroblastoma breakpoint family, member 25, pseudogene; neuroblastoma breakpoint family, member 26; neuroblastoma breakpoint family, member 8; neuroblastoma breakpoint family, member 9
212120_at	9.97	11.58	-3.04	0.0006	0.0400	RHOQ	ras homolog family member Q
213015_at	8.99	10.3	-2.49	0.0006	0.0400	BBX	bobby sox homolog (Drosophila)
201399_s_at	9.87	11.52	-3.14	0.0006	0.0400	TRAM1	translocation associated membrane protein 1
202684_s_at	6.35	8.33	-3.94	0.0006	0.0400	RNMT	RNA (guanine-7-) methyltransferase
204826_at	10.39	8.79	3.03	0.0006	0.0400	CCNF	cyclin F
208957_at	7.37	8.83	-2.75	0.0006	0.0400	ERP44	endoplasmic reticulum protein 44
209404_s_at	9.56	10.89	-2.5	0.0006	0.0400	TMED7	transmembrane p24 trafficking protein 7
222039_at	8.83	7.38	2.73	0.0006	0.0400	KIF18B	kinesin family member 18B
222412_s_at	8.5	10.16	-3.17	0.0006	0.0400	SSR3	signal sequence receptor, gamma (translocon-associated protein gamma)
235408_x_at	7.76	6.5	2.4	0.0006	0.0400	ZNF117	zinc finger protein 117
238089_at	7.7	6.29	2.66	0.0006	0.0400	MAN2C1	mannosidase, alpha, class 2C, member 1
228925_at	5.65	4.39	2.4	0.0006	0.0400	MAPKAPK5	mitogen-activated protein kinase-activated protein kinase 5
218241_at	10.42	12.02	-3.04	0.0006	0.0401	GOLGA5	golgin A5
227134_at	8.16	9.97	-3.49	0.0006	0.0401	SYTL1	synaptotagmin like 1
229969_at	5.97	7.63	-3.16	0.0006	0.0401	SEC63	SEC63 homolog, protein translocation regulator
213446_s_at	10.4	8.93	2.77	0.0006	0.0402	IQGAP1	IQ motif containing GTPase activating protein 1
1553269_at	6.85	5.54	2.49	0.0006	0.0402	ZNF718	zinc finger protein 718
208308_s_at	11.63	13.05	-2.69	0.0006	0.0402	GPI	glucose-6-phosphate isomerase
208673_s_at	10.5	9.01	2.81	0.0006	0.0402	SRSF3	serine/arginine-rich splicing factor 3
229504_at	6.51	5.05	2.74	0.0006	0.0402	RAB23	RAB23, member RAS oncogene family
