ID	Normoxia Avg (log2)	Hypoxia Avg (log2)	Fold Change	P-val	FDR P-val	Gene Symbol	Description
239552_at	4.84	5.87	-2.03	0.0004	0.0064	VWDE	von Willebrand factor D and EGF domains
209304_x_at	9.88	11.08	-2.3	0.0004	0.0064	GADD45B	growth arrest and DNA-damage-inducible, beta
221797_at	8.81	7.78	2.03	0.0004	0.0064	OXLD1	oxidoreductase-like domain containing 1
243020_at	4.21	5.19	-1.97	0.0004	0.0064	FAM13A-AS1	FAM13A antisense RNA 1
1557126_a_at	3.83	5.46	-3.09	0.0004	0.0065	PLD1	phospholipase D1, phosphatidylcholine-specific
206506_s_at	7.46	8.63	-2.26	0.0004	0.0065	SUPT3H	SPT3 homolog, SAGA and STAGA complex component
209529_at	8.6	7.26	2.53	0.0004	0.0065	PLPP2	phospholipid phosphatase 2
209088_s_at	10.36	9	2.56	0.0004	0.0065	UBN1	ubinuclein 1
228471_at	4.92	3.94	1.98	0.0004	0.0065	ANKRD44	ankyrin repeat domain 44
1556678_a_at	3.83	5.06	-2.34	0.0004	0.0065		
203076_s_at	9.49	10.46	-1.96	0.0004	0.0065	SMAD2	SMAD family member 2
223734_at	4.53	5.57	-2.05	0.0004	0.0065	MGARP	mitochondria localized glutamic acid rich protein
201883_s_at	10.46	9.49	1.96	0.0004	0.0065	B4GALT1	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1
201625_s_at	8.52	9.56	-2.06	0.0004	0.0065	INSIG1	insulin induced gene 1
210009_s_at	6.75	7.91	-2.24	0.0004	0.0065	GOSR2	golgi SNAP receptor complex member 2
218236_s_at	7.57	6.6	1.96	0.0004	0.0065	PRKD3	protein kinase D3
234311_s_at	8.78	9.87	-2.14	0.0004	0.0065	GTPBP10; LOC101927446	GTP-binding protein 10 (putative); uncharacterized LOC101927446
203642_s_at	8.3	9.3	-2	0.0004	0.0065	COBLL1	cordon-bleu WH2 repeat protein like 1
227908_at	8.17	7.12	2.08	0.0004	0.0065	TBC1D24	TBC1 domain family, member 24
211529_x_at	9.06	10.04	-1.98	0.0004	0.0065	HLA-G	major histocompatibility complex, class I, G
1552329_at	7.11	6.06	2.07	0.0004	0.0065	RBBP6	retinoblastoma binding protein 6
221667_s_at	10.84	9.27	2.96	0.0004	0.0065	HSPB8	heat shock 22kDa protein 8
209864_at	8.87	7.89	1.97	0.0004	0.0065	FRAT2	frequently rearranged in advanced T-cell lymphomas 2
219250_s_at	7.77	9.04	-2.41	0.0004	0.0065	FLRT3	fibronectin leucine rich transmembrane protein 3
204290_s_at	8.48	9.45	-1.96	0.0004	0.0065	ALDH6A1	aldehyde dehydrogenase 6 family, member A1
204668_at	6.85	7.83	-1.97	0.0004	0.0065	RNF24	ring finger protein 24
207540_s_at	8.41	7.08	2.51	0.0004	0.0065	SYK	spleen tyrosine kinase
230387_at	5.43	6.88	-2.74	0.0004	0.0065		
240192_at	7.63	6.26	2.59	0.0004	0.0065	GATA3-AS1	GATA3 antisense RNA 1
56919_at	8.22	9.21	-1.98	0.0004	0.0065	WDR48	WD repeat domain 48
204568_at	7.45	8.57	-2.17	0.0004	0.0065	ATG14	autophagy related 14
227500_at	9.1	8.08	2.03	0.0004	0.0065	FBXL18	F-box and leucine-rich repeat protein 18
222480_at	6.61	5.56	2.06	0.0004	0.0066	UBE2Q1	ubiquitin-conjugating enzyme E2Q family member 1
231871_at	6.73	7.71	-1.97	0.0004	0.0066	GPR180	G protein-coupled receptor 180
213049_at	8.54	9.5	-1.96	0.0004	0.0066	RALGAPA1	Ral GTPase activating protein, alpha subunit 1 (catalytic)
239761_at	8.51	7.39	2.18	0.0004	0.0066	GCNT1	glucosaminyl (N-acetyl) transferase 1, core 2
202483_s_at	11.81	10.72	2.13	0.0004	0.0066	RANBP1	RAN binding protein 1
201851_at	9.42	10.47	-2.07	0.0004	0.0066	SH3GL1	SH3-domain GRB2-like 1
210239_at	8.31	7.22	2.13	0.0004	0.0066	IRX5	iroquois homeobox 5
225635_s_at	8.04	9.01	-1.96	0.0004	0.0066	EBLN3	endogenous Bornavirus-like nucleoprotein 3
221701_s_at	7.81	8.78	-1.96	0.0004	0.0066	STRA6	stimulated by retinoic acid 6
210235_s_at	8.12	9.17	-2.06	0.0004	0.0066	PPFIA1	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1
205519_at	6.1	5.11	1.99	0.0004	0.0066	WDR76	WD repeat domain 76
229869_at	5.56	6.56	-2.01	0.0004	0.0066		
222714_s_at	8.14	7.17	1.95	0.0004	0.0066	LACTB2	lactamase, beta 2
204407_at	9.25	7.71	2.9	0.0004	0.0066	TTF2	transcription termination factor, RNA polymerase II
209256_s_at	8.85	9.82	-1.96	0.0004	0.0066	KLHDC10	kelch domain containing 10
237062_at	5.79	6.76	-1.95	0.0004	0.0066		
204005_s_at	8.56	9.86	-2.45	0.0004	0.0066	PAWR	PRKC, apoptosis, WT1, regulator
37547_at	3.92	5.36	-2.72	0.0004	0.0066	BBS9	Bardet-Biedl syndrome 9
207563_s_at	7.76	8.77	-2.02	0.0004	0.0066	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase
226363_at	7.33	6.36	1.95	0.0004	0.0066	ABCC5	ATP binding cassette subfamily C member 5
235798_at	4.86	3.84	2.02	0.0004	0.0066	TMEM170B	transmembrane protein 170B
206526_at	6.26	5.25	2.01	0.0004	0.0066	RIBC2	RIB43A domain with coiled-coils 2
215399_s_at	10.09	11.07	-1.97	0.0004	0.0066	OS9	osteosarcoma amplified 9, endoplasmic reticulum lectin
209649_at	7.59	8.61	-2.03	0.0004	0.0066	STAM2	signal transducing adaptor molecule (SH3 domain and ITAM motif) 2
203767_s_at	6.83	5.49	2.53	0.0004	0.0066	STS	steroid sulfatase (microsomal), isozyme S
205662_at	7.37	8.42	-2.07	0.0004	0.0066	B9D1	B9 protein domain 1
230739_at	7.07	8.18	-2.15	0.0004	0.0067	FAM210A	family with sequence similarity 210, member A
215493_x_at	7.69	8.7	-2.01	0.0004	0.0067	BTN2A1	butyrophilin, subfamily 2, member A1
204975_at	11.42	9.79	3.09	0.0004	0.0067	EMP2	epithelial membrane protein 2
203293_s_at	7.26	8.65	-2.64	0.0004	0.0067	LMAN1	lectin, mannose-binding, 1
222764_at	9.15	7.56	3.02	0.0004	0.0067	ASRGL1	asparaginase like 1
235571_at	6.47	7.45	-1.97	0.0004	0.0067	MIR34AHG	MIR34A host gene
213719_s_at	6.02	5.02	1.99	0.0004	0.0067	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4
222421_at	9.11	10.09	-1.97	0.0004	0.0067	UBE2H	ubiquitin conjugating enzyme E2H
244700_at	4.34	5.66	-2.5	0.0004	0.0067	SEC61B	Sec61 translocon beta subunit
213945_s_at	8.73	7.44	2.44	0.0004	0.0067	NUP210	nucleoporin 210kDa
228334_x_at	6.19	7.24	-2.06	0.0004	0.0067	CEP44	centrosomal protein 44kDa
228809_at	7.72	8.69	-1.96	0.0004	0.0067	CXorf40A; CXorf40B	chromosome X open reading frame 40A; chromosome X open reading frame 40B
207060_at	5.9	4.89	2	0.0004	0.0067	EN2	engrailed homeobox 2
214919_s_at	7.95	8.94	-1.98	0.0004	0.0067	ANKHD1-EIF4EBP3; EIF4EBP3	ANKHD1-EIF4EBP3 readthrough; eukaryotic translation initiation factor 4E binding protein 3
217173_s_at	6.75	7.77	-2.03	0.0004	0.0067	LDLR	low density lipoprotein receptor
224910_at	8.48	7.51	1.95	0.0004	0.0067	CARHSP1	calcium regulated heat stable protein 1
223216_x_at	7.14	8.79	-3.13	0.0004	0.0067	FBXO16; ZNF395	F-box protein 16; zinc finger protein 395
204998_s_at	7.97	6.85	2.18	0.0004	0.0067	ATF5	activating transcription factor 5
216236_s_at	5.58	6.58	-2	0.0004	0.0068	SLC2A14; SLC2A3	solute carrier family 2 (facilitated glucose transporter), member 14; solute carrier family 2 (facilitated glucose transporter), member 3
228500_at	6.58	7.59	-2.02	0.0004	0.0068	THAP8	THAP domain containing 8
226577_at	8.5	9.48	-1.97	0.0004	0.0068	PSEN1	presenilin 1
209900_s_at	8.09	9.05	-1.95	0.0004	0.0068	SLC16A1	solute carrier family 16 (monocarboxylate transporter), member 1
224824_at	8.44	9.42	-1.97	0.0004	0.0068	COX20	COX20 cytochrome c oxidase assembly factor
228115_at	6.44	7.44	-2	0.0004	0.0068	GAREM1	GRB2 associated regulator of MAPK1 1
227474_at	9.04	10.11	-2.1	0.0004	0.0068	PAX8-AS1	PAX8 antisense RNA 1
1554767_s_at	4.32	5.28	-1.95	0.0004	0.0068	CRYZL1	crystallin zeta like 1
225308_s_at	8.43	9.4	-1.96	0.0004	0.0068	TANC1	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1
206928_at	7.45	6.48	1.95	0.0004	0.0068	ZNF124	zinc finger protein 124
203855_at	9.46	10.51	-2.07	0.0004	0.0068	WDR47	WD repeat domain 47
213145_at	9.15	7.99	2.23	0.0004	0.0068	FBXL14	F-box and leucine-rich repeat protein 14
1553694_a_at	5.88	6.84	-1.95	0.0004	0.0068	PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha
209805_at	8.2	9.18	-1.98	0.0004	0.0068	PMS2; PMS2CL	PMS1 homolog 2, mismatch repair system component; PMS2 C-terminal like pseudogene
221539_at	8.14	9.48	-2.53	0.0004	0.0068	EIF4EBP1	eukaryotic translation initiation factor 4E binding protein 1
202971_s_at	7.95	6.99	1.95	0.0004	0.0068	DYRK2	dual specificity tyrosine-(Y)-phosphorylation regulated kinase 2
225814_at	8.2	9.17	-1.97	0.0004	0.0068	XRN1	5'-3' exoribonuclease 1
223231_at	11.52	12.52	-1.99	0.0004	0.0069	TATDN1	TatD DNase domain containing 1
225346_at	6.61	5.63	1.96	0.0004	0.0069	MTERF2	mitochondrial transcription termination factor 2
202540_s_at	9.38	10.49	-2.16	0.0004	0.0069	HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase
205076_s_at	6.81	7.9	-2.13	0.0004	0.0069	MTMR11	myotubularin related protein 11
204610_s_at	9.49	8.09	2.65	0.0004	0.0069	CCDC85B	coiled-coil domain containing 85B
1554408_a_at	10.46	9.47	1.98	0.0004	0.0069	TK1	thymidine kinase 1, soluble
209112_at	11.26	12.28	-2.03	0.0004	0.0069	CDKN1B	cyclin-dependent kinase inhibitor 1B (p27, Kip1)
238915_at	6.76	5.8	1.94	0.0004	0.0069	SMIM10L1	small integral membrane protein 10 like 1
212438_at	9.1	10.23	-2.19	0.0004	0.0069	SNRNP27	small nuclear ribonucleoprotein, U4/U6.U5 27kDa subunit
225937_at	5.83	4.84	1.98	0.0004	0.0069	CUX1	cut-like homeobox 1
241402_at	8.22	7.24	1.97	0.0004	0.0069	TSEN54	TSEN54 tRNA splicing endonuclease subunit
203648_at	10.32	9.33	1.99	0.0004	0.0069	TATDN2	TatD DNase domain containing 2
208502_s_at	7	6.04	1.95	0.0004	0.0069	PITX1	paired-like homeodomain 1
201896_s_at	10	8.32	3.21	0.0004	0.0069	PSRC1	proline/serine-rich coiled-coil 1
205352_at	4.4	5.57	-2.25	0.0004	0.0069	SERPINI1	serpin peptidase inhibitor, clade I (neuroserpin), member 1
212126_at	10	8.11	3.7	0.0004	0.0069	CBX5	chromobox homolog 5
212703_at	8.03	7.07	1.94	0.0004	0.0069	TLN2	talin 2
216411_s_at	4.94	6.16	-2.33	0.0004	0.0069	GALK2	galactokinase 2
225377_at	8.51	7.03	2.79	0.0004	0.0069	RABL6	RAB, member RAS oncogene family-like 6
237298_at	4.04	5.17	-2.2	0.0004	0.0069	FLJ26850	FLJ26850 protein
1555905_a_at	7.06	8.2	-2.2	0.0004	0.0069	TCAIM	T cell activation inhibitor, mitochondrial
1555886_at	6.35	7.97	-3.06	0.0004	0.0069	PDSS2	prenyl (decaprenyl) diphosphate synthase, subunit 2
202178_at	9.39	10.36	-1.95	0.0004	0.0069	PRKCZ	protein kinase C, zeta
223852_s_at	8.44	9.43	-1.99	0.0004	0.0070	STK40	serine/threonine kinase 40
203023_at	9.56	8.22	2.53	0.0004	0.0070	NOP16	NOP16 nucleolar protein
212445_s_at	8.96	10.19	-2.35	0.0004	0.0070	NEDD4L	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase
222798_at	8.59	7.57	2.03	0.0004	0.0070	PTER	phosphotriesterase related
223578_x_at	7.59	6.2	2.63	0.0004	0.0070		
226820_at	9.78	8.78	1.99	0.0004	0.0070	ZNF362	zinc finger protein 362
1553764_a_at	8.74	9.95	-2.32	0.0004	0.0070	AJUBA	ajuba LIM protein
204730_at	6.63	5.66	1.95	0.0004	0.0070	RIMS3	regulating synaptic membrane exocytosis 3
215012_at	4.63	5.87	-2.36	0.0004	0.0070	ZNF451	zinc finger protein 451
226395_at	6.1	7.18	-2.11	0.0004	0.0070	HOOK3	hook microtubule-tethering protein 3
225737_s_at	8.05	9.18	-2.18	0.0005	0.0070	FBXO22	F-box protein 22
226730_s_at	7.79	8.92	-2.19	0.0005	0.0070	USP37	ubiquitin specific peptidase 37
212088_at	11.02	10.06	1.95	0.0005	0.0070	PMPCA	peptidase (mitochondrial processing) alpha
214723_x_at	4.94	3.93	2.02	0.0005	0.0070	ANKRD36; ANKRD36B	ankyrin repeat domain 36; ankyrin repeat domain 36B
226284_at	9.35	7.98	2.58	0.0005	0.0070	ZBTB2	zinc finger and BTB domain containing 2
209897_s_at	6.66	5.65	2.01	0.0005	0.0070	SLIT2	slit guidance ligand 2
225703_at	8.66	7.47	2.29	0.0005	0.0070	FBRSL1	fibrosin-like 1
218877_s_at	8.98	9.94	-1.95	0.0005	0.0070	TRMT11	tRNA methyltransferase 11 homolog
210681_s_at	9.92	10.87	-1.94	0.0005	0.0070	USP15	ubiquitin specific peptidase 15
226009_at	10.48	11.56	-2.11	0.0005	0.0070	DPCD	deleted in primary ciliary dyskinesia homolog (mouse)
209777_s_at	8.4	7.43	1.97	0.0005	0.0070	SLC19A1	solute carrier family 19 (folate transporter), member 1
212809_at	10.09	9.13	1.95	0.0005	0.0070	NFATC2IP	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein
214141_x_at	12.85	11.64	2.3	0.0005	0.0071	SRSF7	serine/arginine-rich splicing factor 7
221596_s_at	7.49	8.47	-1.97	0.0005	0.0071	RBM48	RNA binding motif protein 48
204062_s_at	7.09	6.12	1.96	0.0005	0.0071	ULK2	unc-51 like autophagy activating kinase 2
212421_at	6.78	5.78	2	0.0005	0.0071	KIAA0930	KIAA0930
212509_s_at	8.74	9.83	-2.13	0.0005	0.0071	MXRA7	matrix-remodelling associated 7
218485_s_at	8.96	7.97	2	0.0005	0.0071	SLC35C1	solute carrier family 35 (GDP-fucose transporter), member C1
219595_at	8.6	9.67	-2.1	0.0005	0.0071	ZNF26	zinc finger protein 26
1557246_at	5.21	6.32	-2.15	0.0005	0.0071	KIDINS220	kinase D-interacting substrate 220kDa
1552295_a_at	6.54	7.54	-2	0.0005	0.0071	SLC39A13	solute carrier family 39 (zinc transporter), member 13
235004_at	8.77	7.05	3.28	0.0005	0.0071	RBM24	RNA binding motif protein 24
228628_at	8	7.04	1.94	0.0005	0.0071	SRGAP2B	SLIT-ROBO Rho GTPase activating protein 2B
208579_x_at	9.43	8.38	2.07	0.0005	0.0071	H2BFS; HIST1H2BK; LOC102724334	H2B histone family, member S (pseudogene); histone cluster 1, H2bk; histone H2B type F-S-like
209535_s_at	7.15	8.24	-2.13	0.0005	0.0071		
244033_at	7.09	5.59	2.82	0.0005	0.0071	CEP128	centrosomal protein 128kDa
210559_s_at	10.23	9.26	1.95	0.0005	0.0071	CDK1	cyclin-dependent kinase 1
211208_s_at	9.62	10.74	-2.18	0.0005	0.0071	CASK	calcium/calmodulin-dependent serine protein kinase (MAGUK family)
212492_s_at	7.52	8.82	-2.46	0.0005	0.0071	KDM4B	lysine (K)-specific demethylase 4B
235384_at	9.75	8.57	2.26	0.0005	0.0071	NUDT19	nudix hydrolase 19
1558801_at	5.77	4.74	2.05	0.0005	0.0071	NNT-AS1	NNT antisense RNA 1
212274_at	8.06	9.02	-1.94	0.0005	0.0071	LPIN1	lipin 1
226437_at	7.83	8.81	-1.97	0.0005	0.0071	YIF1B	Yip1 interacting factor homolog B (S. cerevisiae)
211212_s_at	7.64	6.69	1.93	0.0005	0.0071	ORC5	origin recognition complex subunit 5
219120_at	6.94	5.97	1.95	0.0005	0.0071	C2orf44	chromosome 2 open reading frame 44
227470_at	8.64	7.69	1.93	0.0005	0.0071	ZNF48	zinc finger protein 48
224767_at	9.04	10.15	-2.16	0.0005	0.0071	LOC100506548; RPL37	uncharacterized LOC100506548; ribosomal protein L37
224435_at	10.5	9.55	1.94	0.0005	0.0071	FAM213A	family with sequence similarity 213, member A
225232_at	10.55	9.6	1.93	0.0005	0.0072	MTMR12	myotubularin related protein 12
231698_at	5.67	6.62	-1.94	0.0005	0.0072	FLJ36848	uncharacterized LOC647115
231269_at	6.93	7.95	-2.02	0.0005	0.0072	ASCC3	activating signal cointegrator 1 complex subunit 3
213313_at	10.36	11.31	-1.94	0.0005	0.0072	GPR21; RABGAP1	G protein-coupled receptor 21; RAB GTPase activating protein 1
225585_at	9.4	10.35	-1.93	0.0005	0.0072	RAP2A	RAP2A, member of RAS oncogene family
202048_s_at	10.31	9.36	1.93	0.0005	0.0072	CBX6	chromobox homolog 6
218062_x_at	8.81	7.83	1.97	0.0005	0.0072	CDC42EP4	CDC42 effector protein (Rho GTPase binding) 4
64432_at	6	6.95	-1.94	0.0005	0.0072	MAPKAPK5-AS1	MAPKAPK5 antisense RNA 1
229800_at	8.92	7.72	2.31	0.0005	0.0072	DCLK1	doublecortin-like kinase 1
204069_at	7.5	8.46	-1.94	0.0005	0.0072	MEIS1	Meis homeobox 1
218348_s_at	9.52	10.54	-2.03	0.0005	0.0072	ZC3H7A	zinc finger CCCH-type containing 7A
236279_at	6.09	7.04	-1.93	0.0005	0.0072		
214404_x_at	10.14	9.15	1.99	0.0005	0.0072	SPDEF	SAM pointed domain containing ETS transcription factor
203778_at	8.6	9.6	-2	0.0005	0.0072	MANBA	mannosidase, beta A, lysosomal
238574_at	7.81	8.81	-1.99	0.0005	0.0072	SLC25A51	solute carrier family 25, member 51
228519_x_at	8.26	9.34	-2.11	0.0005	0.0072	CIRBP	cold inducible RNA binding protein
231254_at	6.39	7.53	-2.2	0.0005	0.0072	LOC105374336	uncharacterized LOC105374336
201502_s_at	11.47	10.1	2.59	0.0005	0.0072	NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha
202763_at	8.28	9.24	-1.94	0.0005	0.0072	CASP3	caspase 3
212407_at	9.53	8.58	1.93	0.0005	0.0072	METTL13	methyltransferase like 13
214693_x_at	11.2	9.46	3.33	0.0005	0.0072	LOC100996763; LOC102724250; NBPF1; NBPF10; NBPF11; NBPF12; NBPF14; NBPF15; NBPF19; NBPF20; NBPF25P; NBPF26; NBPF8; NBPF9	notch homolog 2 N-terminal-like protein; neuroblastoma breakpoint family member 1; neuroblastoma breakpoint family, member 1; neuroblastoma breakpoint family, member 10; neuroblastoma breakpoint family, member 11; neuroblastoma breakpoint family, member 12; neuroblastoma breakpoint family, member 14; neuroblastoma breakpoint family, member 15; neuroblastoma breakpoint family, member 19; neuroblastoma breakpoint family, member 20; neuroblastoma breakpoint family, member 25, pseudogene; neuroblastoma breakpoint family, member 26; neuroblastoma breakpoint family, member 8; neuroblastoma breakpoint family, member 9
213132_s_at	8.38	7.4	1.98	0.0005	0.0072	MCAT	malonyl-CoA-acyl carrier protein transacylase
219071_x_at	10.42	9.46	1.93	0.0005	0.0072	HGH1	HGH1 homolog
225176_at	9.55	10.59	-2.06	0.0005	0.0072	LNPEP	leucyl/cystinyl aminopeptidase
201386_s_at	11.69	10.75	1.93	0.0005	0.0072	DHX15	DEAH (Asp-Glu-Ala-His) box helicase 15
209512_at	7.46	8.49	-2.05	0.0005	0.0072	HSDL2	hydroxysteroid dehydrogenase like 2
212352_s_at	12.25	13.21	-1.94	0.0005	0.0072	TMED10	transmembrane p24 trafficking protein 10
220987_s_at	7.62	6.54	2.12	0.0005	0.0072	AKIP1; NUAK2	A kinase (PRKA) interacting protein 1; NUAK family, SNF1-like kinase, 2
235059_at	9.07	8.1	1.95	0.0005	0.0072	RAB12	RAB12, member RAS oncogene family
217915_s_at	10.72	11.71	-1.99	0.0005	0.0072	RSL24D1	ribosomal L24 domain containing 1
227158_at	9.2	8.11	2.13	0.0005	0.0073	DTD2	D-tyrosyl-tRNA deacylase 2 (putative)
207812_s_at	11.44	12.4	-1.95	0.0005	0.0073	GORASP2	golgi reassembly stacking protein 2
221311_x_at	7.67	6.21	2.74	0.0005	0.0073	LYRM2	LYR motif containing 2
225805_at	6.63	5.32	2.48	0.0005	0.0073	HNRNPU	heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)
221575_at	7.49	6.48	2.03	0.0005	0.0073	SCLY	selenocysteine lyase
212779_at	9	9.95	-1.94	0.0005	0.0073	KIAA1109	KIAA1109
213470_s_at	8.2	7.2	1.99	0.0005	0.0073	HNRNPH1	heterogeneous nuclear ribonucleoprotein H1 (H)
236641_at	9.26	7.48	3.45	0.0005	0.0073	KIF14	kinesin family member 14
238598_s_at	7.54	6.3	2.36	0.0005	0.0073		
213957_s_at	8.08	6.79	2.45	0.0005	0.0073	CEP350	centrosomal protein 350kDa
223146_at	7.15	5.79	2.56	0.0005	0.0073	WDR33	WD repeat domain 33
222231_s_at	12.11	13.1	-1.98	0.0005	0.0073	LRRC59	leucine rich repeat containing 59
225435_at	9.88	11.22	-2.52	0.0005	0.0073	SSR1	signal sequence receptor, alpha
234863_x_at	8.93	7.99	1.93	0.0005	0.0073	FBXO5	F-box protein 5
209153_s_at	10.27	9.29	1.97	0.0005	0.0073	TCF3	transcription factor 3
239153_at	4.86	3.68	2.25	0.0005	0.0073	HOTAIR	HOX transcript antisense RNA
217294_s_at	9.64	10.65	-2.01	0.0005	0.0073	ENO1	enolase 1, (alpha)
209255_at	8.32	9.41	-2.13	0.0005	0.0073	KLHDC10	kelch domain containing 10
219523_s_at	5.94	4.91	2.03	0.0005	0.0073	TENM3	teneurin transmembrane protein 3
222465_at	11.57	12.57	-2	0.0005	0.0073	RSL24D1	ribosomal L24 domain containing 1
1568853_at	7.9	8.88	-1.98	0.0005	0.0073		
227112_at	9.56	10.74	-2.28	0.0005	0.0073	TMCC1	transmembrane and coiled-coil domain family 1
228736_at	5.38	4.42	1.94	0.0005	0.0073	HELQ	helicase, POLQ-like
241425_at	7.18	8.18	-2	0.0005	0.0073	NUP58	nucleoporin 58kDa
229855_at	7.18	6.04	2.21	0.0005	0.0073	RNF34	ring finger protein 34, E3 ubiquitin protein ligase
226537_at	7.11	8.1	-1.99	0.0005	0.0073	HINT3	histidine triad nucleotide binding protein 3
229075_at	6.58	5.6	1.97	0.0005	0.0073	SPATA5	spermatogenesis associated 5
201384_s_at	9.8	10.81	-2.01	0.0005	0.0073	NBR1	neighbor of BRCA1 gene 1
219324_at	8.23	7.17	2.09	0.0005	0.0073	NOL12	nucleolar protein 12
226802_s_at	8.39	9.55	-2.24	0.0005	0.0074	BMS1P20	BMS1 ribosome biogenesis factor pseudogene 20
205258_at	9.73	8.57	2.23	0.0005	0.0074	INHBB	inhibin beta B
219985_at	5.69	4.73	1.94	0.0005	0.0074	HS3ST3A1	heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1
228284_at	9.4	10.37	-1.96	0.0005	0.0074	TLE1	transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)
218746_at	7.35	6.4	1.93	0.0005	0.0074	TAPBPL	TAP binding protein-like
201383_s_at	7.08	8.02	-1.92	0.0005	0.0074	NBR1	neighbor of BRCA1 gene 1
1569652_at	4.16	5.12	-1.94	0.0005	0.0074	MLLT3	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 3
212095_s_at	8.2	6.86	2.54	0.0005	0.0074	MTUS1	microtubule associated tumor suppressor 1
217804_s_at	10.2	9.22	1.98	0.0005	0.0074	ILF3	interleukin enhancer binding factor 3
233292_s_at	6.41	7.38	-1.96	0.0005	0.0074	ANKHD1; ANKHD1-EIF4EBP3	ankyrin repeat and KH domain containing 1; ANKHD1-EIF4EBP3 readthrough
225189_s_at	7.93	8.88	-1.93	0.0005	0.0074	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1
213664_at	7.96	7.01	1.93	0.0005	0.0074	SLC1A1	solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1
229076_s_at	8.83	7.59	2.35	0.0005	0.0074	TOMM22	translocase of outer mitochondrial membrane 22 homolog (yeast)
203446_s_at	9.06	10.01	-1.93	0.0005	0.0074	OCRL	oculocerebrorenal syndrome of Lowe
217762_s_at	10.76	9.54	2.32	0.0005	0.0074	RAB31	RAB31, member RAS oncogene family
46947_at	6.78	5.84	1.92	0.0005	0.0074	GNL3L	guanine nucleotide binding protein-like 3 (nucleolar)-like
229033_s_at	7.72	6.67	2.08	0.0005	0.0074	MUM1	melanoma associated antigen (mutated) 1
226896_at	11.34	10.34	2	0.0005	0.0074	CHCHD1	coiled-coil-helix-coiled-coil-helix domain containing 1
226506_at	8.81	7.56	2.39	0.0005	0.0074	THSD4	thrombospondin type 1 domain containing 4
228670_at	6.33	7.31	-1.97	0.0005	0.0075	TEP1	telomerase-associated protein 1
204963_at	5.27	4.21	2.09	0.0005	0.0075	SSPN	sarcospan
1554701_a_at	7.33	6.39	1.92	0.0005	0.0075	TBC1D16	TBC1 domain family, member 16
204744_s_at	12.45	13.41	-1.95	0.0005	0.0075	IARS	isoleucyl-tRNA synthetase
1557100_s_at	6.28	5.15	2.19	0.0005	0.0075	HECTD1	HECT domain containing E3 ubiquitin protein ligase 1
230267_at	5.17	6.13	-1.95	0.0005	0.0075	WSB1	WD repeat and SOCS box containing 1
202368_s_at	7.29	8.23	-1.93	0.0005	0.0075	TRAM2	translocation associated membrane protein 2
201184_s_at	10.68	9.35	2.51	0.0005	0.0075	CHD4	chromodomain helicase DNA binding protein 4
212616_at	8.37	9.3	-1.92	0.0005	0.0075	CHD9	chromodomain helicase DNA binding protein 9
227477_at	9.65	8.67	1.97	0.0005	0.0075	ZMYND19	zinc finger, MYND-type containing 19
200884_at	7.79	8.75	-1.94	0.0005	0.0075	CKB	creatine kinase, brain
212206_s_at	8.62	7.02	3.03	0.0005	0.0075	H2AFV	H2A histone family, member V
227861_at	8.61	9.56	-1.94	0.0005	0.0075	TMEM161B	transmembrane protein 161B
1554520_at	5.54	4.57	1.96	0.0005	0.0075	LOC283861	uncharacterized LOC283861
222130_s_at	9.55	8.53	2.03	0.0005	0.0075	FTSJ2	FtsJ RNA methyltransferase homolog 2 (E. coli)
214316_x_at	9.06	10	-1.92	0.0005	0.0075		
218972_at	8.32	9.27	-1.93	0.0005	0.0075	TTC17	tetratricopeptide repeat domain 17
229090_at	5.94	6.89	-1.94	0.0005	0.0075	ZEB1-AS1	ZEB1 antisense RNA 1
230951_at	7.09	8.04	-1.93	0.0005	0.0075	EPB41L5	erythrocyte membrane protein band 4.1 like 5
222693_at	5.2	7.11	-3.75	0.0005	0.0075	FNDC3B	fibronectin type III domain containing 3B
209778_at	8.19	9.13	-1.92	0.0005	0.0075	TRIP11	thyroid hormone receptor interactor 11
221588_x_at	9.13	10.07	-1.92	0.0005	0.0075	ALDH6A1	aldehyde dehydrogenase 6 family, member A1
227449_at	8.88	7.73	2.21	0.0005	0.0075	EPHA4	EPH receptor A4
234562_x_at	4.89	3.94	1.93	0.0005	0.0075		
