ID	Normoxia Avg (log2)	Hypoxia Avg (log2)	Fold Change	P-val	FDR P-val	Gene Symbol	Description
232048_at	5.23	6.27	-2.05	0.0011	0.0126	FAM76B	family with sequence similarity 76, member B
1553677_a_at	7.39	8.26	-1.83	0.0011	0.0126	TIPRL	TOR signaling pathway regulator
213086_s_at	11.7	12.59	-1.85	0.0011	0.0126	CSNK1A1	casein kinase 1, alpha 1
203011_at	9.47	10.61	-2.2	0.0011	0.0127	IMPA1	inositol(myo)-1(or 4)-monophosphatase 1
206141_at	7.75	6.88	1.82	0.0011	0.0127	MOCS3	molybdenum cofactor synthesis 3
201413_at	11.07	11.95	-1.84	0.0011	0.0127	HSD17B4	hydroxysteroid (17-beta) dehydrogenase 4
222687_s_at	6.9	6.06	1.79	0.0011	0.0127	ACER3	alkaline ceramidase 3
229264_at	5.87	5.04	1.78	0.0011	0.0127	LOC642441	uncharacterized LOC642441
220177_s_at	6.59	5.31	2.43	0.0011	0.0127	TMPRSS3	transmembrane protease, serine 3
236128_at	5.36	4.12	2.36	0.0011	0.0127	ZNF91	zinc finger protein 91
225237_s_at	7.69	6.86	1.78	0.0011	0.0127	MSI2	musashi RNA binding protein 2
226747_at	8.2	9.03	-1.78	0.0011	0.0127	TXNDC16	thioredoxin domain containing 16
233759_s_at	9.77	10.62	-1.81	0.0011	0.0127	PPP4R3B	protein phosphatase 4, regulatory subunit 3B
238431_at	7.94	7.06	1.84	0.0011	0.0127		
209300_s_at	8.92	9.76	-1.78	0.0011	0.0127	NECAP1	NECAP endocytosis associated 1
214136_at	4.91	5.94	-2.04	0.0011	0.0128	NUDT13	nudix hydrolase 13
224596_at	12.06	11.2	1.81	0.0011	0.0128	SLC44A1	solute carrier family 44 (choline transporter), member 1
1565579_at	5.71	4.86	1.8	0.0011	0.0128		
225558_at	8.37	7.52	1.81	0.0011	0.0128	GIT2	G protein-coupled receptor kinase interacting ArfGAP 2
209027_s_at	10.21	11.12	-1.87	0.0011	0.0128	ABI1	abl-interactor 1
1554067_at	5.53	4.4	2.19	0.0011	0.0128	C12orf66	chromosome 12 open reading frame 66
236814_at	10.44	11.44	-2	0.0011	0.0128	MDM4	MDM4, p53 regulator
201292_at	10.55	9.26	2.46	0.0011	0.0128	TOP2A	topoisomerase (DNA) II alpha
205762_s_at	7.23	8.06	-1.78	0.0011	0.0128	DUS4L	dihydrouridine synthase 4-like
209477_at	8.73	9.56	-1.78	0.0011	0.0128	EMD	emerin
229732_at	8.21	7.37	1.79	0.0011	0.0128	ZNF823	zinc finger protein 823
59697_at	10.9	9.76	2.19	0.0011	0.0128	RAB15	RAB15, member RAS oncogene family
227428_at	7.21	8.09	-1.84	0.0011	0.0128	GABPA	GA binding protein transcription factor alpha subunit
229908_s_at	10.04	10.87	-1.78	0.0011	0.0128	UNKL	unkempt family zinc finger-like
208726_s_at	12.17	13.02	-1.8	0.0011	0.0128	EIF2S2	eukaryotic translation initiation factor 2, subunit 2 beta, 38kDa
228092_at	6.62	7.63	-2.01	0.0011	0.0128	CREM	cAMP responsive element modulator
202419_at	8.15	9.07	-1.88	0.0011	0.0129	KDSR	3-ketodihydrosphingosine reductase
208711_s_at	10.76	9.31	2.71	0.0011	0.0129	CCND1	cyclin D1
212301_at	9.11	8.22	1.86	0.0011	0.0129	RTF1	RTF1 homolog, Paf1/RNA polymerase II complex component
228959_at	10.61	11.47	-1.81	0.0011	0.0129	PDK3	pyruvate dehydrogenase kinase, isozyme 3
236450_at	4.01	4.91	-1.86	0.0011	0.0129		
236595_at	8.41	7.58	1.78	0.0011	0.0129	LOC101928152	uncharacterized LOC101928152
202149_at	9.2	7.68	2.87	0.0011	0.0129	NEDD9	neural precursor cell expressed, developmentally down-regulated 9
212204_at	9.96	10.79	-1.78	0.0011	0.0129	TMEM87A	transmembrane protein 87A
241843_at	7.07	7.92	-1.81	0.0011	0.0129	EIF5; SNORA28	eukaryotic translation initiation factor 5; small nucleolar RNA, H/ACA box 28
209653_at	8.71	9.6	-1.86	0.0011	0.0129	KPNA4	karyopherin alpha 4 (importin alpha 3)
219460_s_at	9.31	8.47	1.79	0.0011	0.0129	TMEM127	transmembrane protein 127
243318_at	7.24	8.08	-1.79	0.0011	0.0129	DCAF8	DDB1 and CUL4 associated factor 8
206656_s_at	12.31	11.41	1.86	0.0011	0.0129	APMAP	adipocyte plasma membrane associated protein
217625_x_at	7.28	8.22	-1.92	0.0011	0.0129	LINC00963	long intergenic non-protein coding RNA 963
205453_at	7.27	6.44	1.78	0.0011	0.0129	HOXB2	homeobox B2
208707_at	8.01	7.1	1.89	0.0011	0.0129	EIF5	eukaryotic translation initiation factor 5
210624_s_at	10.44	11.28	-1.79	0.0011	0.0129	ILVBL	ilvB (bacterial acetolactate synthase)-like
215285_s_at	8.75	7.93	1.78	0.0011	0.0129	PHTF1	putative homeodomain transcription factor 1
217783_s_at	10.19	11.06	-1.83	0.0011	0.0129	YPEL5	yippee like 5
217885_at	9.53	8.45	2.11	0.0011	0.0129	IPO9	importin 9
226805_at	9.79	8.93	1.81	0.0011	0.0129	FITM2	fat storage-inducing transmembrane protein 2
227333_at	8.6	9.43	-1.78	0.0011	0.0129	DCUN1D3	DCN1, defective in cullin neddylation 1, domain containing 3
227785_at	4.84	5.67	-1.79	0.0011	0.0129	SDCCAG8	serologically defined colon cancer antigen 8
228624_at	7.06	8.25	-2.29	0.0011	0.0129	TMEM144	transmembrane protein 144
1563900_at	5.15	4.32	1.78	0.0011	0.0129	FAM83B	family with sequence similarity 83, member B
206685_at	4.97	6.16	-2.27	0.0011	0.0129	HCG4	HLA complex group 4 (non-protein coding)
202182_at	8.94	8.11	1.77	0.0011	0.0129	KAT2A	K(lysine) acetyltransferase 2A
243829_at	5.24	6.34	-2.14	0.0011	0.0129	BRAF	B-Raf proto-oncogene, serine/threonine kinase
205315_s_at	9.56	8.7	1.81	0.0011	0.0129	SNTB2	syntrophin, beta 2 (dystrophin-associated protein A1, 59kDa, basic component 2)
212136_at	6.95	6.1	1.8	0.0011	0.0129	ATP2B4	ATPase, Ca++ transporting, plasma membrane 4
215532_x_at	4.73	3.89	1.79	0.0011	0.0129	ZNF492	zinc finger protein 492
203976_s_at	7.53	6.7	1.78	0.0011	0.0129	CHAF1A	chromatin assembly factor 1, subunit A (p150)
243299_at	6.01	6.96	-1.94	0.0011	0.0129		
224578_at	11.55	10.72	1.78	0.0011	0.013	RCC2	regulator of chromosome condensation 2
230764_at	6.51	8.16	-3.13	0.0011	0.013		
210793_s_at	7.79	6.64	2.21	0.0011	0.013	NUP98	nucleoporin 98kDa
214427_at	10.53	9.41	2.18	0.0011	0.013	NOP2	NOP2 nucleolar protein
218728_s_at	9.86	10.69	-1.77	0.0011	0.013	CNIH4	cornichon family AMPA receptor auxiliary protein 4
1556555_at	6.38	5.48	1.86	0.0011	0.013	LYRM4-AS1	LYRM4 antisense RNA 1
202162_s_at	8.77	9.6	-1.77	0.0011	0.013	CNOT8	CCR4-NOT transcription complex subunit 8
202353_s_at	10.2	9.22	1.97	0.0011	0.013	PSMD12	proteasome 26S subunit, non-ATPase 12
200765_x_at	11.42	12.24	-1.77	0.0011	0.013	CTNNA1	catenin (cadherin-associated protein), alpha 1
1560017_at	6.53	5.69	1.79	0.0011	0.013	TMTC3	transmembrane and tetratricopeptide repeat containing 3
203888_at	5.92	4.97	1.93	0.0011	0.013	THBD	thrombomodulin
214435_x_at	9.42	10.3	-1.85	0.0011	0.013	RALA	v-ral simian leukemia viral oncogene homolog A (ras related)
227270_at	5.65	4.82	1.77	0.0011	0.0131	FAM200B	family with sequence similarity 200, member B
235912_at	6.68	7.62	-1.91	0.0011	0.0131		
242482_at	5.38	6.45	-2.09	0.0011	0.0131	PRKAR1A	protein kinase, cAMP-dependent, regulatory, type I, alpha
208655_at	12.1	12.98	-1.84	0.0011	0.0131	CCNI	cyclin I
223142_s_at	7.66	6.81	1.8	0.0011	0.0131	UCK1	uridine-cytidine kinase 1
224496_s_at	5.74	4.74	2	0.0011	0.0131	TMEM107	transmembrane protein 107
205694_at	7.7	6.48	2.34	0.0011	0.0131	TYRP1	tyrosinase-related protein 1
218693_at	9.34	8.52	1.77	0.0011	0.0132	TSPAN15	tetraspanin 15
221542_s_at	6.86	6.03	1.78	0.0011	0.0132	ERLIN2	ER lipid raft associated 2
225378_at	7.59	8.81	-2.32	0.0011	0.0132	VPS37A	vacuolar protein sorting 37 homolog A (S. cerevisiae)
242229_at	6.05	5.23	1.77	0.0011	0.0132	NAPEPLD	N-acyl phosphatidylethanolamine phospholipase D
219575_s_at	9.64	8.6	2.05	0.0011	0.0132	COG8; PDF	component of oligomeric golgi complex 8; peptide deformylase (mitochondrial)
222605_at	8.37	9.2	-1.78	0.0011	0.0132	RCOR3	REST corepressor 3
221735_at	8.32	9.15	-1.77	0.0011	0.0132	WDR48	WD repeat domain 48
209290_s_at	9.12	7.94	2.26	0.0011	0.0132	NFIB	nuclear factor I/B
234992_x_at	7.49	6.28	2.31	0.0011	0.0132	ECT2	epithelial cell transforming 2
227728_at	8.07	8.9	-1.77	0.0011	0.0132	PPM1A	protein phosphatase, Mg2+/Mn2+ dependent, 1A
217437_s_at	5.88	5.05	1.77	0.0011	0.0132	TACC1	transforming, acidic coiled-coil containing protein 1
221879_at	6.47	5.64	1.78	0.0011	0.0132	CALML4	calmodulin-like 4
202565_s_at	9.23	10.06	-1.77	0.0011	0.0132	SVIL	supervillin
218898_at	8.78	9.63	-1.8	0.0011	0.0132	FAM57A	family with sequence similarity 57, member A
225161_at	9.79	8.93	1.82	0.0011	0.0132	GFM1	G elongation factor, mitochondrial 1
225620_at	8.24	7.41	1.77	0.0011	0.0132	RAB35	RAB35, member RAS oncogene family
204206_at	8.97	9.82	-1.8	0.0011	0.0133	MNT	MAX network transcriptional repressor
218166_s_at	7.7	8.56	-1.82	0.0011	0.0133	RSF1	remodeling and spacing factor 1
234299_s_at	6.42	5.59	1.77	0.0011	0.0133	NIN	ninein (GSK3B interacting protein)
235222_x_at	8.55	9.37	-1.77	0.0011	0.0133	XIAP	X-linked inhibitor of apoptosis, E3 ubiquitin protein ligase
229665_at	6.14	5.29	1.81	0.0011	0.0133	CSTF3	cleavage stimulation factor, 3' pre-RNA, subunit 3
52975_at	8.17	7.35	1.77	0.0011	0.0133	MVB12B	multivesicular body subunit 12B
203856_at	10.06	9.22	1.78	0.0011	0.0133	VRK1	vaccinia related kinase 1
207508_at	11.95	10.99	1.96	0.0011	0.0133	ATP5G3	ATP synthase, H+ transporting, mitochondrial Fo complex subunit C3 (subunit 9)
208072_s_at	9.03	9.9	-1.83	0.0011	0.0133	DGKD	diacylglycerol kinase, delta 130kDa
225030_at	11.51	12.33	-1.77	0.0011	0.0133	BOD1	biorientation of chromosomes in cell division 1
209802_at	5.93	5.05	1.84	0.0011	0.0134	PHLDA2	pleckstrin homology-like domain, family A, member 2
201409_s_at	9.86	10.73	-1.82	0.0011	0.0134	PPP1CB	protein phosphatase 1, catalytic subunit, beta isozyme
212959_s_at	9.23	8.25	1.97	0.0011	0.0134	GNPTAB	N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits
229514_at	5.11	6.15	-2.06	0.0011	0.0134	GPATCH2L	G-patch domain containing 2 like
38918_at	7.84	7.02	1.77	0.0011	0.0134	SOX13	SRY box 13
213865_at	6.3	5.47	1.77	0.0011	0.0134	DCBLD2	discoidin, CUB and LCCL domain containing 2
224786_at	10.97	11.82	-1.8	0.0011	0.0134	SCOC	short coiled-coil protein
233049_x_at	11.92	10.92	2	0.0011	0.0134	STUB1	STIP1 homology and U-box containing protein 1, E3 ubiquitin protein ligase
1555090_x_at	5.8	7.33	-2.89	0.0011	0.0134	TMEM182	transmembrane protein 182
1561942_x_at	6.19	5.32	1.83	0.0011	0.0134	ERVK13-1	endogenous retrovirus group K13, member 1
208042_at	5.53	4.7	1.78	0.0012	0.0134	AGGF1	angiogenic factor with G-patch and FHA domains 1
223166_x_at	9.35	8.3	2.08	0.0012	0.0134	RABL6	RAB, member RAS oncogene family-like 6
215322_at	4.08	5.04	-1.95	0.0012	0.0134	LONRF1	LON peptidase N-terminal domain and ring finger 1
219394_at	8.14	7.16	1.98	0.0012	0.0134	PGS1	phosphatidylglycerophosphate synthase 1
202856_s_at	7.12	6.25	1.83	0.0012	0.0135	SLC16A3	solute carrier family 16 (monocarboxylate transporter), member 3
222317_at	5.72	4.89	1.78	0.0012	0.0135	PDE3B	phosphodiesterase 3B, cGMP-inhibited
225387_at	5.96	6.88	-1.89	0.0012	0.0135	TSPAN5	tetraspanin 5
203450_at	9.39	10.25	-1.82	0.0012	0.0135	CBY1	chibby homolog 1 (Drosophila)
201962_s_at	7.64	8.77	-2.18	0.0012	0.0135	RNF41	ring finger protein 41, E3 ubiquitin protein ligase
203213_at	11.94	11	1.92	0.0012	0.0135	CDK1	cyclin-dependent kinase 1
224364_s_at	10.64	11.5	-1.82	0.0012	0.0135	PPIL3	peptidylprolyl isomerase (cyclophilin)-like 3
222875_at	9.38	8.52	1.81	0.0012	0.0135	DHX33	DEAH (Asp-Glu-Ala-His) box polypeptide 33
240310_at	6.02	6.83	-1.76	0.0012	0.0135	TOR1AIP1	torsin A interacting protein 1
203403_s_at	10.43	11.26	-1.78	0.0012	0.0135	RNF6	ring finger protein (C3H2C3 type) 6
201264_at	10.7	11.59	-1.85	0.0012	0.0135	COPE	coatomer protein complex subunit epsilon
212612_at	10.13	10.96	-1.78	0.0012	0.0135	RCOR1	REST corepressor 1
235882_at	6.08	5.22	1.82	0.0012	0.0135	VPS53	vacuolar protein sorting 53 homolog (S. cerevisiae)
212334_at	10.94	11.81	-1.83	0.0012	0.0135	GNS	glucosamine (N-acetyl)-6-sulfatase
236175_at	5.02	6.37	-2.54	0.0012	0.0135	TRIM55	tripartite motif containing 55
225532_at	8.9	8.08	1.76	0.0012	0.0135	CABLES1	Cdk5 and Abl enzyme substrate 1
200620_at	10.25	11.13	-1.84	0.0012	0.0135	TMEM59	transmembrane protein 59
204108_at	9.1	9.99	-1.85	0.0012	0.0136	NFYA	nuclear transcription factor Y subunit alpha
221506_s_at	10.03	9.13	1.87	0.0012	0.0136	TNPO2	transportin 2
1555815_a_at	7.14	6.29	1.81	0.0012	0.0136	L3MBTL2	l(3)mbt-like 2 (Drosophila)
201197_at	10.64	9.8	1.78	0.0012	0.0136	AMD1	adenosylmethionine decarboxylase 1
208680_at	13.74	12.86	1.84	0.0012	0.0136	PRDX1	peroxiredoxin 1
222536_s_at	7.22	8.15	-1.91	0.0012	0.0136	ZNF395	zinc finger protein 395
221812_at	8.44	9.57	-2.19	0.0012	0.0136	FBXO42	F-box protein 42
224784_at	8.42	7.37	2.06	0.0012	0.0136	MLLT6	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 6
239652_at	7.57	8.65	-2.12	0.0012	0.0136		
1556841_a_at	5.27	6.09	-1.76	0.0012	0.0136	ALDH1L2	aldehyde dehydrogenase 1 family, member L2
223582_at	7.45	8.35	-1.86	0.0012	0.0136	ADGRV1	adhesion G protein-coupled receptor V1
224747_at	10.05	10.88	-1.78	0.0012	0.0136	UBE2Q2	ubiquitin-conjugating enzyme E2Q family member 2
208943_s_at	10.52	11.37	-1.81	0.0012	0.0137	SEC62	SEC62 homolog, preprotein translocation factor
216483_s_at	9.15	10.23	-2.13	0.0012	0.0137	MYDGF	myeloid-derived growth factor
225553_at	8.21	9.12	-1.87	0.0012	0.0137	CNIH1	cornichon family AMPA receptor auxiliary protein 1
238965_at	7.26	6.44	1.77	0.0012	0.0137	C21orf2	chromosome 21 open reading frame 2
226231_at	7.14	7.97	-1.78	0.0012	0.0137	PAWR	PRKC, apoptosis, WT1, regulator
202432_at	10.02	10.91	-1.86	0.0012	0.0137	PPP3CB	protein phosphatase 3, catalytic subunit, beta isozyme
204498_s_at	7.39	6.55	1.78	0.0012	0.0137	ADCY9	adenylate cyclase 9
228662_at	9.01	9.92	-1.88	0.0012	0.0137	SOCS7	suppressor of cytokine signaling 7
1562484_at	4.86	4.04	1.76	0.0012	0.0137	MEIOC	meiosis specific with coiled-coil domain
222633_at	9.5	8.21	2.45	0.0012	0.0137	TBL1XR1	transducin (beta)-like 1 X-linked receptor 1
223564_s_at	6.64	5.82	1.77	0.0012	0.0137	GNB1L	guanine nucleotide binding protein (G protein), beta polypeptide 1-like
239316_at	7.9	8.77	-1.82	0.0012	0.0137	METTL12	methyltransferase like 12
212591_at	10.3	11.22	-1.88	0.0012	0.0137	ARID4B; RBM34	AT rich interactive domain 4B (RBP1-like); RNA binding motif protein 34
213115_at	8.31	9.14	-1.78	0.0012	0.0138	ATG4A	autophagy related 4A, cysteine peptidase
218344_s_at	6.18	7	-1.76	0.0012	0.0138	RCOR3	REST corepressor 3
222418_s_at	8.38	9.2	-1.76	0.0012	0.0138	TMEM43	transmembrane protein 43
228040_at	8.58	9.44	-1.82	0.0012	0.0138	GLIDR	glioblastoma down-regulated RNA
232612_s_at	8.64	9.48	-1.79	0.0012	0.0138	ATG16L1	autophagy related 16-like 1
225005_at	9.76	8.93	1.77	0.0012	0.0138	PHF13	PHD finger protein 13
223878_at	7.49	6.64	1.8	0.0012	0.0138	INPP4B	inositol polyphosphate-4-phosphatase type II B
217850_at	10.23	11.13	-1.87	0.0012	0.0138	GNL3	guanine nucleotide binding protein-like 3 (nucleolar)
216870_x_at	6.7	5.85	1.8	0.0012	0.0138	DLEU2	deleted in lymphocytic leukemia 2 (non-protein coding)
222029_x_at	9	8.19	1.76	0.0012	0.0138	PFDN6	prefoldin subunit 6
217492_s_at	10.24	11.21	-1.97	0.0012	0.0139	PTEN; PTENP1	phosphatase and tensin homolog; phosphatase and tensin homolog pseudogene 1 (functional)
219050_s_at	8.69	7.82	1.82	0.0012	0.0139	ZNHIT2	zinc finger, HIT-type containing 2
227255_at	7.66	6.84	1.76	0.0012	0.0139	PDIK1L	PDLIM1 interacting kinase 1 like
231861_at	7.27	6.45	1.76	0.0012	0.0139	LRP10	LDL receptor related protein 10
220721_at	6.74	7.94	-2.3	0.0012	0.0139	ZNF614	zinc finger protein 614
221748_s_at	5.56	4.75	1.76	0.0012	0.0139	TNS1	tensin 1
226680_at	6.7	7.67	-1.96	0.0012	0.0139	IKZF5	IKAROS family zinc finger 5
213481_at	6.6	5.66	1.91	0.0012	0.0139	S100A13	S100 calcium binding protein A13
227129_x_at	7.83	8.7	-1.83	0.0012	0.0139	LINC01000	long intergenic non-protein coding RNA 1000
230486_at	8.42	9.25	-1.78	0.0012	0.0139		
217955_at	9.05	9.92	-1.83	0.0012	0.0139	BCL2L13	BCL2-like 13 (apoptosis facilitator)
223273_at	8.76	7.63	2.19	0.0012	0.0139	C14orf142	chromosome 14 open reading frame 142
225980_at	8.98	10.11	-2.19	0.0012	0.0139	ELMSAN1	ELM2 and Myb/SANT-like domain containing 1
206734_at	5.6	6.95	-2.55	0.0012	0.0139	JRKL	JRK-like
207414_s_at	7.69	6.79	1.86	0.0012	0.0139	PCSK6	proprotein convertase subtilisin/kexin type 6
227572_at	7.13	7.94	-1.76	0.0012	0.014	USP30	ubiquitin specific peptidase 30
204604_at	6.9	6.06	1.79	0.0012	0.014	CDK14	cyclin-dependent kinase 14
205071_x_at	7.25	8.06	-1.76	0.0012	0.014	XRCC4	X-ray repair complementing defective repair in Chinese hamster cells 4
200923_at	8.46	7.65	1.76	0.0012	0.014	LGALS3BP	lectin, galactoside-binding, soluble, 3 binding protein
212315_s_at	8.19	7.17	2.03	0.0012	0.014	NUP210	nucleoporin 210kDa
204313_s_at	9.67	10.49	-1.76	0.0012	0.014	CREB1	cAMP responsive element binding protein 1
224315_at	8.92	7.73	2.29	0.0012	0.014	DDX20	DEAD (Asp-Glu-Ala-Asp) box polypeptide 20
1556389_at	5.44	4.59	1.8	0.0012	0.014	CNPY3	canopy FGF signaling regulator 3
206900_x_at	7.56	6.65	1.87	0.0012	0.014	ZNF253	zinc finger protein 253
223007_s_at	9.28	8.44	1.79	0.0012	0.014	CTNNAL1; TMEM245	catenin (cadherin-associated protein), alpha-like 1; transmembrane protein 245
227370_at	8.07	7.1	1.96	0.0012	0.014	FAM171B	family with sequence similarity 171, member B
213776_at	5.87	6.94	-2.1	0.0012	0.014	LOC157562	uncharacterized LOC157562
212244_at	7.71	8.53	-1.76	0.0012	0.014	GCOM1; POLR2M	GRINL1A complex locus 1; polymerase (RNA) II (DNA directed) polypeptide M
217796_s_at	10.05	9.24	1.76	0.0012	0.014	NPLOC4	NPL4 homolog, ubiquitin recognition factor
204724_s_at	8.25	7.39	1.81	0.0012	0.014	COL9A3	collagen, type IX, alpha 3
207707_s_at	12.59	13.44	-1.81	0.0012	0.014	SEC13	SEC13 homolog, nuclear pore and COPII coat complex component
1555350_at	6.56	5.74	1.76	0.0012	0.014	PPHLN1	periphilin 1
211621_at	5.87	4.73	2.2	0.0012	0.0141	AR	androgen receptor
233300_at	4.16	4.98	-1.76	0.0012	0.0141		
212112_s_at	9.82	10.63	-1.76	0.0012	0.0141	STX12	syntaxin 12
214191_at	5.67	6.57	-1.87	0.0012	0.0141	ICA1	islet cell autoantigen 1
223222_at	8.19	7.37	1.76	0.0012	0.0141	SLC25A19	solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19
223760_s_at	7.98	7.12	1.82	0.0012	0.0141	RAB7A	RAB7A, member RAS oncogene family
226932_at	5.63	4.8	1.77	0.0012	0.0141	SSPN	sarcospan
242874_at	5.73	4.91	1.76	0.0012	0.0141		
206412_at	8.03	8.85	-1.76	0.0012	0.0141	FER	fer (fps/fes related) tyrosine kinase
212910_at	9.37	8.4	1.95	0.0012	0.0141	THAP11	THAP domain containing 11
220019_s_at	5.31	6.14	-1.78	0.0012	0.0141	ZNF224	zinc finger protein 224
1554768_a_at	8.84	7.96	1.84	0.0012	0.0141	MAD2L1	MAD2 mitotic arrest deficient-like 1 (yeast)
234672_s_at	10.52	9.59	1.92	0.0012	0.0141	NDC1	NDC1 transmembrane nucleoporin
201704_at	9.89	10.7	-1.75	0.0012	0.0141	ENTPD6	ectonucleoside triphosphate diphosphohydrolase 6 (putative)
203931_s_at	9.32	8.37	1.93	0.0012	0.0141	MRPL12	mitochondrial ribosomal protein L12
204039_at	7.66	6.81	1.8	0.0012	0.0141	CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha
237502_at	4.09	4.91	-1.76	0.0012	0.0141	CRLS1	cardiolipin synthase 1
200920_s_at	9.71	10.59	-1.84	0.0012	0.0141	BTG1	B-cell translocation gene 1, anti-proliferative
1568865_at	4.89	6.14	-2.37	0.0012	0.0141	FNTB	farnesyltransferase, CAAX box, beta
213328_at	7.67	6.51	2.23	0.0012	0.0142	NEK1	NIMA-related kinase 1
226240_at	8.57	9.42	-1.8	0.0012	0.0142	TADA2B	transcriptional adaptor 2B
203550_s_at	10.86	10.03	1.78	0.0013	0.0142	FAM189B	family with sequence similarity 189, member B
213036_x_at	8.66	7.85	1.75	0.0013	0.0142	ATP2A3	ATPase, Ca++ transporting, ubiquitous
201914_s_at	10.83	11.65	-1.76	0.0013	0.0142	SEC63	SEC63 homolog, protein translocation regulator
229072_at	8.61	7.43	2.27	0.0013	0.0142	RAB30	RAB30, member RAS oncogene family
207791_s_at	10.52	11.44	-1.9	0.0013	0.0142	RAB1A	RAB1A, member RAS oncogene family
218562_s_at	6.75	7.79	-2.06	0.0013	0.0143	TMEM57	transmembrane protein 57
212277_at	9.59	10.44	-1.8	0.0013	0.0143	MTMR4	myotubularin related protein 4
204381_at	8.62	7.47	2.22	0.0013	0.0143	LRP3	LDL receptor related protein 3
221025_x_at	8.68	9.69	-2.02	0.0013	0.0143	PUS7L	pseudouridylate synthase 7-like
222884_at	7.93	7.12	1.75	0.0013	0.0143	ZNF346	zinc finger protein 346
226881_at	8.64	9.48	-1.79	0.0013	0.0144	GRPEL2	GrpE-like 2, mitochondrial (E. coli)
201700_at	9.77	8.45	2.49	0.0013	0.0144	CCND3	cyclin D3
234710_s_at	6.51	7.32	-1.75	0.0013	0.0144	PARP6	poly(ADP-ribose) polymerase family member 6
210697_at	4.82	3.98	1.79	0.0013	0.0144	ZNF257	zinc finger protein 257
211724_x_at	9.31	10.12	-1.75	0.0013	0.0144	MIOS	missing oocyte, meiosis regulator, homolog (Drosophila)
209337_at	9.76	8.95	1.75	0.0013	0.0144	PSIP1	PC4 and SFRS1 interacting protein 1
1558105_a_at	7.14	8.21	-2.1	0.0013	0.0144	SLC9A7	solute carrier family 9, subfamily A (NHE7, cation proton antiporter 7), member 7
230511_at	6.62	7.51	-1.85	0.0013	0.0144	CREM	cAMP responsive element modulator
220839_at	6.17	5.31	1.82	0.0013	0.0144	METTL5	methyltransferase like 5
230393_at	6.67	5.86	1.75	0.0013	0.0144	CUL5	cullin 5
202777_at	9.94	10.82	-1.84	0.0013	0.0144	SHOC2	SHOC2 leucine-rich repeat scaffold protein
225188_at	8.57	9.4	-1.78	0.0013	0.0145	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1
232598_at	9.14	9.98	-1.79	0.0013	0.0145	NUP210L	nucleoporin 210kDa like
207643_s_at	10.14	9.32	1.77	0.0013	0.0145	TNFRSF1A	tumor necrosis factor receptor superfamily, member 1A
1553960_at	7.13	6.32	1.75	0.0013	0.0145	SNX21	sorting nexin family member 21
204255_s_at	8.25	7.44	1.75	0.0013	0.0146	VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor
222035_s_at	11.98	12.79	-1.75	0.0013	0.0146	PAPOLA	poly(A) polymerase alpha
229673_at	6.75	7.69	-1.92	0.0013	0.0146	GPATCH2L	G-patch domain containing 2 like
230082_at	7.53	6.72	1.75	0.0013	0.0146		
235603_at	4.5	3.7	1.75	0.0013	0.0146	HNRNPU	heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)
207044_at	6.47	7.45	-1.97	0.0013	0.0146	THRB	thyroid hormone receptor, beta
223114_at	9.5	10.31	-1.75	0.0013	0.0146	COQ5	coenzyme Q5, methyltransferase
227037_at	8.72	9.58	-1.81	0.0013	0.0146	PLD6	phospholipase D family, member 6
204552_at	5.77	4.96	1.75	0.0013	0.0146	INPP4A	inositol polyphosphate-4-phosphatase type I A
206860_s_at	9.1	9.9	-1.75	0.0013	0.0146	MIOS	missing oocyte, meiosis regulator, homolog (Drosophila)
225514_at	8.3	7.41	1.85	0.0013	0.0146	NOP9	NOP9 nucleolar protein
228157_at	4.85	5.67	-1.77	0.0013	0.0146	ZNF207	zinc finger protein 207
242857_at	7.26	6.39	1.82	0.0013	0.0147	FARP2	FERM, ARH/RhoGEF and pleckstrin domain protein 2
218222_x_at	7.73	8.58	-1.8	0.0013	0.0147	ARNT	aryl hydrocarbon receptor nuclear translocator
226575_at	7.82	6.99	1.78	0.0013	0.0147	ZNF462	zinc finger protein 462
212559_at	7.53	6.38	2.23	0.0013	0.0147	PRKAR1B	protein kinase, cAMP-dependent, regulatory, type I, beta
213860_x_at	12.1	12.96	-1.81	0.0013	0.0147	CSNK1A1	casein kinase 1, alpha 1
215424_s_at	9	9.92	-1.9	0.0013	0.0147	SNW1	SNW domain containing 1
218726_at	9.68	8.25	2.69	0.0013	0.0147	HJURP	Holliday junction recognition protein
203420_at	9.32	10.21	-1.86	0.0013	0.0147	FAM8A1	family with sequence similarity 8, member A1
224892_at	9.16	10.02	-1.81	0.0013	0.0147	BLOC1S6	biogenesis of lysosomal organelles complex-1, subunit 6, pallidin
219257_s_at	8.79	7.97	1.76	0.0013	0.0147	SPHK1	sphingosine kinase 1
230758_at	7.16	8	-1.79	0.0013	0.0147	GEMIN8	gem nuclear organelle associated protein 8
209012_at	9.32	10.12	-1.74	0.0013	0.0147	TRIO	trio Rho guanine nucleotide exchange factor
